sampling21_fold0,0.9994,0.9994,0.9994,0.9994,0.9993,0.9994,0.9994,0.9994,0.9994,,,,,,,
sampling21_fold1,0.999,0.999,0.999,0.9991,0.9991,0.999,0.999,0.999,0.999,0.9991,0.9991,0.9989,,,,
sampling22_fold0,0.9991,0.999,0.9991,0.999,0.999,0.9991,0.999,0.999,0.999,0.999,0.999,,,,,
sampling22_fold1,0.9973,0.9972,0.9973,0.9975,0.9974,0.9973,0.9974,0.9973,0.9976,0.9974,,,,,,
sampling23_fold0,0.9984,0.9984,0.9984,0.9984,0.9984,0.9984,0.9984,0.9983,0.9984,0.9984,0.9984,,,,,
sampling23_fold1,0.9971,0.9971,0.9969,0.9972,0.997,0.9971,0.9973,0.9971,0.997,0.9972,,,,,,
sampling24_fold0,0.9979,0.998,0.998,0.9981,0.9981,0.9981,0.9981,0.998,0.9979,0.9979,0.998,,,,,
sampling24_fold1,0.9992,0.9992,0.9992,0.9993,0.9992,0.9992,0.9993,0.9992,0.9992,0.9992,,,,,,
sampling25_fold0,0.9986,0.9984,0.9986,0.9986,0.9985,0.9987,0.9987,0.9988,0.9986,0.9985,0.9987,0.9986,,,,
sampling25_fold1,0.9913,0.9901,0.991,0.99,0.9921,0.9905,0.9914,0.9897,0.9919,,,,,,,
sampling26_fold0,0.9991,0.9991,0.9991,0.9991,0.999,0.9991,0.999,0.999,0.9991,,,,,,,
sampling26_fold1,0.999,0.9989,0.999,0.9989,0.999,0.9989,0.9989,0.999,0.9989,0.9989,0.999,0.999,,,,
sampling27_fold0,0.9992,0.9993,0.9992,0.9993,0.9992,0.9991,0.9992,0.9992,0.9992,0.9992,0.9992,0.9992,,,,
sampling27_fold1,0.996,0.9959,0.9959,0.9962,0.9958,0.9959,0.9958,0.996,0.996,,,,,,,
sampling28_fold0,0.9982,0.9981,0.9985,0.9979,0.9984,0.9985,0.9974,0.9982,0.9983,0.9984,0.9983,0.9983,,,,
sampling28_fold1,0.9879,0.987,0.9882,0.9879,0.9841,0.9881,0.9881,0.9882,0.9882,,,,,,,
sampling29_fold0,0.9993,0.9993,0.9993,0.9993,0.9993,0.9994,0.9993,0.9993,0.9993,0.9993,0.9993,,,,,
sampling29_fold1,0.999,0.9989,0.9989,0.9989,0.9989,0.999,0.9988,0.9989,0.999,0.9989,,,,,,
sampling30_fold0,0.9975,0.9974,0.9974,0.9977,0.9976,0.9974,0.9974,0.9972,0.9976,,,,,,,
sampling30_fold1,0.9909,0.9913,0.9909,0.9908,0.9913,0.9911,0.9904,0.9912,0.9899,0.9914,0.9906,0.9907,,,,
sampling31_fold0,0.9973,0.9972,0.9971,0.9973,0.9973,0.9974,0.9972,0.9973,,,,,,,,
sampling31_fold1,0.9918,0.9917,0.9915,0.9913,0.992,0.992,0.992,0.9919,0.992,0.9919,0.9919,0.9918,0.9918,,,
sampling32_fold0,0.9946,0.9943,0.9944,0.9943,0.9945,0.9944,0.9943,0.9945,0.9945,0.9945,0.9944,,,,,
sampling32_fold1,0.9334,0.9753,0.9661,0.9633,0.9694,0.9566,0.9696,0.9675,0.9685,0.9749,,,,,,
sampling33_fold0,0.9983,0.9984,0.9982,0.9984,0.9984,0.9984,0.9983,0.9984,0.9985,0.9985,,,,,,
sampling33_fold1,0.9834,0.9838,0.9829,0.983,0.9831,0.983,0.9834,0.9833,0.9828,0.9829,0.9839,,,,,
sampling34_fold0,0.993,0.9936,0.9935,0.9936,0.9932,0.9938,0.9937,0.9937,0.9939,,,,,,,
sampling34_fold1,0.9926,0.994,0.9928,0.993,0.9933,0.9928,0.9936,0.9936,0.9932,0.9932,0.9929,0.9931,,,,
sampling35_fold0,0.998,0.9978,0.9979,0.998,0.998,0.998,0.9981,0.998,,,,,,,,
sampling35_fold1,0.9997,0.9997,0.9997,0.9996,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9996,0.9997,0.9996,,,
sampling36_fold0,0.9995,0.9994,0.9995,0.9994,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,,,,,
sampling36_fold1,0.996,0.9959,0.9959,0.9961,0.9959,0.996,0.9958,0.996,0.996,0.996,,,,,,
sampling37_fold0,0.9992,0.9992,0.9991,0.9992,0.9991,0.9992,0.9992,0.9991,0.9992,0.9991,0.9992,0.9992,,,,
sampling37_fold1,0.9881,0.9898,0.9777,0.983,0.9843,0.9821,0.9838,0.9849,0.986,,,,,,,
sampling38_fold0,0.9923,0.9926,0.9925,0.9926,0.992,0.9919,0.9922,0.9922,0.9924,0.9926,0.9923,,,,,
sampling38_fold1,0.9976,0.9978,0.9979,0.9977,0.9978,0.9978,0.9978,0.998,0.9979,0.9978,,,,,,
sampling39_fold0,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,,,,
sampling39_fold1,0.9981,0.998,0.998,0.9981,0.998,0.9981,0.998,0.9981,0.9981,,,,,,,
sampling40_fold0,0.993,0.9927,0.993,0.9929,0.993,0.9929,0.9928,0.9927,0.9929,0.993,0.9928,,,,,
sampling40_fold1,0.9978,0.9977,0.9978,0.9977,0.9976,0.9978,0.9978,0.9979,0.9978,0.9978,,,,,,
sampling41_fold0,0.9994,0.9993,0.9994,0.9994,0.9994,0.9994,0.9994,0.9994,0.9994,0.9994,0.9994,,,,,
sampling41_fold1,0.9808,0.9784,0.9783,0.9826,0.9791,0.9826,0.9794,0.9801,0.9787,0.9815,,,,,,
sampling42_fold0,0.9991,0.9991,0.9992,0.9991,0.9991,0.9992,0.9991,0.9991,0.9991,0.9991,0.9991,,,,,
sampling42_fold1,0.9953,0.9948,0.9952,0.9951,0.9948,0.995,0.9943,0.995,0.9953,0.994,,,,,,
sampling43_fold0,0.9804,0.9781,0.9805,0.9824,0.9825,0.9813,0.9792,0.9804,0.9803,,,,,,,
sampling43_fold1,0.9987,0.9988,0.9987,0.9988,0.9987,0.9987,0.9987,0.9987,0.9988,0.9984,0.9988,0.9986,,,,
sampling44_fold0,0.9849,0.9859,0.9756,0.9799,0.9764,0.9813,0.979,0.9829,0.983,0.9762,0.9751,0.9858,,,,
sampling44_fold1,0.9992,0.9992,0.9992,0.9993,0.9992,0.9993,0.9993,0.9993,0.9992,,,,,,,
sampling45_fold0,0.9952,0.9944,0.9953,0.9948,0.9951,0.9945,0.9942,0.995,0.9947,0.9946,,,,,,
sampling45_fold1,0.9993,0.9993,0.9993,0.9992,0.9993,0.9992,0.9993,0.9993,0.9994,0.9993,0.9993,,,,,
sampling46_fold0,0.9982,0.9982,0.9982,0.9981,0.9982,0.9982,0.9981,0.9982,0.9982,0.9982,0.9982,,,,,
sampling46_fold1,0.9995,0.9994,0.9994,0.9994,0.9994,0.9994,0.9994,0.9995,0.9994,0.9994,,,,,,
sampling47_fold0,0.9972,0.9971,0.997,0.9972,0.9971,0.9972,0.997,0.997,0.9973,0.997,0.9971,0.9973,,,,
sampling47_fold1,0.9936,0.9939,0.9938,0.9938,0.9936,0.9935,0.9934,0.9934,0.9933,,,,,,,
sampling48_fold0,0.9962,0.9963,0.9959,0.9963,0.996,0.9961,0.996,0.9962,0.9961,0.9962,,,,,,
sampling48_fold1,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,,,,,
sampling49_fold0,0.9976,0.9976,0.9976,0.9975,0.9976,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,,,,,
sampling49_fold1,0.9941,0.995,0.9952,0.9946,0.9949,0.9951,0.9949,0.9951,0.9945,0.9941,,,,,,
sampling50_fold0,0.9996,0.9996,0.9995,0.9996,0.9995,0.9995,0.9996,0.9994,0.9996,0.9996,0.9996,,,,,
sampling50_fold1,0.9973,0.9973,0.9972,0.9974,0.9973,0.9972,0.9972,0.9973,0.9973,0.9972,,,,,,
sampling51_fold0,0.9989,0.9989,0.9989,0.9989,0.9989,0.9989,0.9989,0.9989,0.9989,0.9989,0.9988,0.9988,0.9988,,,
sampling51_fold1,0.974,0.979,0.9813,0.9812,0.976,0.9789,0.9811,0.9767,,,,,,,,
sampling52_fold0,0.9987,0.9986,0.9988,0.9987,0.9988,0.9987,0.999,0.9987,0.9987,0.9987,,,,,,
sampling52_fold1,0.9992,0.9992,0.9992,0.9992,0.9992,0.9992,0.9992,0.9992,0.9992,0.9992,0.9992,,,,,
sampling53_fold0,0.9977,0.9976,0.9976,0.9976,0.9975,0.9977,0.9975,0.9973,0.9974,0.9975,0.9977,,,,,
sampling53_fold1,0.9969,0.9967,0.9968,0.997,0.9967,0.9968,0.997,0.9967,0.997,0.9968,,,,,,
sampling54_fold0,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,,,,,
sampling54_fold1,0.9979,0.9982,0.9979,0.998,0.998,0.9981,0.998,0.998,0.9983,0.9981,,,,,,
sampling55_fold0,0.9991,0.9991,0.9991,0.999,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,,,,,
sampling55_fold1,0.9975,0.9974,0.9971,0.9976,0.9972,0.9976,0.9973,0.9973,0.9967,0.9973,,,,,,
sampling56_fold0,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,,,,,,
sampling56_fold1,0.9981,0.9981,0.998,0.9982,0.998,0.9981,0.9983,0.9981,0.998,0.9981,0.9981,,,,,
sampling57_fold0,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,,,
sampling57_fold1,0.9943,0.9942,0.9945,0.9943,0.9943,0.9941,0.9943,0.9944,,,,,,,,
sampling58_fold0,0.9993,0.9993,0.9993,0.9993,0.9994,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,,,
sampling58_fold1,0.9959,0.9958,0.9956,0.9954,0.9957,0.9951,0.995,0.9957,,,,,,,,
sampling59_fold0,0.9996,0.9996,0.9997,0.9996,0.9997,0.9997,0.9997,0.9997,0.9997,0.9996,0.9997,,,,,
sampling59_fold1,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,,,,,,
sampling60_fold0,0.9932,0.9911,0.993,0.993,0.9917,0.9927,0.9917,0.9931,0.993,0.9899,0.9932,,,,,
sampling60_fold1,0.9852,0.9854,0.9858,0.9853,0.9854,0.9864,0.9863,0.9867,0.9854,0.9854,,,,,,
sampling61_fold0,0.9958,0.9955,0.9956,0.9955,0.9955,0.9956,0.9953,0.9953,0.9956,0.9955,0.9959,,,,,
sampling61_fold1,0.8835,0.9459,0.8655,0.903,0.9041,0.9103,0.9061,0.8803,0.9027,0.9085,,,,,,
sampling62_fold0,0.9983,0.9982,0.9982,0.9983,0.9982,0.9982,0.9983,0.9984,0.9982,0.9982,,,,,,
sampling62_fold1,0.9985,0.9985,0.9983,0.9986,0.9984,0.9983,0.9984,0.9985,0.9986,0.9985,0.9984,,,,,
sampling63_fold0,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,,,,
sampling63_fold1,0.9964,0.9964,0.996,0.9958,0.9963,0.9961,0.9959,0.9961,0.9961,,,,,,,
sampling64_fold0,0.9901,0.9922,0.9902,0.9879,0.9928,0.9926,0.9937,0.9896,0.9926,0.9933,,,,,,
sampling64_fold1,0.9982,0.9981,0.9983,0.9981,0.9982,0.9981,0.998,0.9981,0.998,0.9983,0.9984,,,,,
sampling65_fold0,0.9985,0.9985,0.9984,0.9984,0.9984,0.9985,0.9984,0.9985,0.9985,0.9984,,,,,,
sampling65_fold1,0.9969,0.9967,0.9969,0.9968,0.9965,0.9968,0.9967,0.9968,0.9967,0.9968,0.9968,,,,,
sampling66_fold0,0.9929,0.9923,0.9922,0.9926,0.9925,0.9926,0.9923,0.9921,0.9923,0.993,0.9925,,,,,
sampling66_fold1,0.9966,0.9961,0.9963,0.9958,0.9963,0.9964,0.9961,0.9968,0.997,0.9967,,,,,,
sampling67_fold0,0.836,0.7964,0.8142,0.8405,0.8336,0.8025,0.8365,0.8307,0.7866,0.8346,0.8348,,,,,
sampling67_fold1,0.999,0.9991,0.9991,0.9991,0.9991,0.9991,0.999,0.9992,0.999,0.9991,,,,,,
sampling68_fold0,0.8953,0.9026,0.9048,0.9116,0.9124,0.9192,0.9191,0.9145,0.9112,0.9176,0.9139,0.9088,0.9131,,,
sampling68_fold1,0.9982,0.9983,0.9983,0.9982,0.9981,0.9982,0.9983,0.9982,,,,,,,,
sampling69_fold0,0.9923,0.9904,0.9924,0.9909,0.9921,0.9919,0.9912,0.9925,0.9907,0.9923,0.9915,0.9919,0.9915,,,
sampling69_fold1,0.9967,0.9972,0.9974,0.9975,0.9971,0.9975,0.9975,0.9974,,,,,,,,
sampling70_fold0,0.9988,0.9988,0.9987,0.9987,0.9987,0.9988,0.9988,0.9988,0.9987,0.9988,,,,,,
sampling70_fold1,0.9985,0.9986,0.9985,0.9985,0.9985,0.9985,0.9985,0.9986,0.9985,0.9986,0.9986,,,,,
sampling71_fold0,0.9944,0.9953,0.9947,0.9951,0.9952,0.9947,0.9949,0.9952,0.9946,0.9952,,,,,,
sampling71_fold1,0.9949,0.9949,0.9949,0.9949,0.9948,0.995,0.9949,0.9947,0.9948,0.9948,0.995,,,,,
sampling72_fold0,0.9879,0.9878,0.9882,0.9883,0.9875,0.989,0.988,0.9885,0.9883,0.9861,,,,,,
sampling72_fold1,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9996,,,,,
sampling73_fold0,0.9889,0.9932,0.9931,0.9914,0.9899,0.9921,0.9915,0.9918,0.9906,0.9908,0.9916,,,,,
sampling73_fold1,0.9968,0.9966,0.9968,0.9968,0.9968,0.9969,0.9967,0.9968,0.9966,0.9969,,,,,,
sampling74_fold0,0.9995,0.9995,0.9995,0.9994,0.9995,0.9995,0.9994,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9994,
sampling74_fold1,0.9978,0.9979,0.998,0.9979,0.9979,0.9982,,,,,,,,,,
sampling75_fold0,0.9962,0.9963,0.9961,0.9963,0.9962,0.9961,0.9961,0.9961,,,,,,,,
sampling75_fold1,0.9998,0.9998,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,0.9997,,,
sampling76_fold0,0.9992,0.9992,0.9992,0.9992,0.9992,0.9992,0.9991,0.9992,0.9992,0.9991,0.9992,0.9992,,,,
sampling76_fold1,0.998,0.9981,0.998,0.9981,0.9981,0.9981,0.998,0.9982,0.9981,,,,,,,
sampling77_fold0,0.9987,0.9988,0.9987,0.9987,0.9987,0.9987,0.9988,0.9988,0.9987,0.9987,,,,,,
sampling77_fold1,0.9967,0.9965,0.9965,0.9967,0.9967,0.9968,0.9965,0.9966,0.9967,0.9966,0.9965,,,,,
sampling78_fold0,0.9981,0.9981,0.9981,0.9981,0.9981,0.9981,0.9981,0.9981,0.9981,0.9981,0.9981,0.9981,,,,
sampling78_fold1,0.9927,0.9941,0.9926,0.9917,0.9913,0.9935,0.9921,0.9929,0.9939,,,,,,,
sampling79_fold0,0.996,0.9963,0.996,0.9964,0.9961,0.9961,0.996,0.9961,,,,,,,,
sampling79_fold1,0.9982,0.9982,0.9981,0.9982,0.998,0.9984,0.9983,0.9981,0.9981,0.9983,0.9982,0.9981,0.9982,,,
sampling80_fold0,0.9938,0.9933,0.9937,0.9937,0.9938,0.9937,0.9943,0.9938,0.994,,,,,,,
sampling80_fold1,0.9997,0.9997,0.9997,0.9997,0.9996,0.9997,0.9996,0.9997,0.9997,0.9997,0.9997,0.9997,,,,
sampling81_fold0,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,,,,,,,
sampling81_fold1,0.999,0.999,0.999,0.9989,0.999,0.999,0.999,0.999,0.999,0.9989,0.999,0.999,,,,
sampling82_fold0,0.9977,0.9981,0.9979,0.9979,0.9979,0.998,0.9976,0.998,0.9978,0.9976,0.9979,0.998,,,,
sampling82_fold1,0.9354,0.9346,0.9346,0.9348,0.9332,0.9334,0.9302,0.9298,0.9335,,,,,,,
sampling83_fold0,0.9998,0.9999,0.9998,0.9999,0.9999,0.9999,0.9999,0.9998,0.9998,0.9998,,,,,,
sampling83_fold1,0.999,0.9991,0.999,0.9991,0.999,0.999,0.999,0.999,0.9991,0.999,0.9991,,,,,
sampling84_fold0,0.9975,0.9976,0.9977,0.9975,0.9975,0.9977,0.9975,0.9974,0.9975,0.9975,0.9978,0.9976,,,,
sampling84_fold1,0.998,0.9978,0.9979,0.998,0.9979,0.9981,0.998,0.9979,0.9979,,,,,,,
sampling85_fold0,0.9825,0.9823,0.9829,0.9832,0.983,0.9831,0.9782,0.9831,0.9825,0.9833,,,,,,
sampling85_fold1,0.9981,0.9981,0.9982,0.9981,0.9981,0.998,0.9979,0.9982,0.998,0.998,0.998,,,,,
sampling86_fold0,0.9952,0.9951,0.995,0.995,0.9953,0.9949,0.9949,0.9949,0.9953,,,,,,,
sampling86_fold1,0.9984,0.9986,0.9984,0.9985,0.9982,0.9985,0.9986,0.9984,0.9983,0.9983,0.9983,0.9984,,,,
sampling87_fold0,0.9994,0.9995,0.9994,0.9995,0.9994,0.9994,0.9995,0.9995,0.9995,0.9994,0.9995,0.9994,0.9995,0.9994,,
sampling87_fold1,0.9977,0.997,0.9972,0.9979,0.9974,0.9978,0.9974,,,,,,,,,
sampling88_fold0,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,,,,
sampling88_fold1,0.9981,0.9981,0.9981,0.9981,0.9981,0.9981,0.9981,0.9981,0.9981,,,,,,,
sampling89_fold0,0.997,0.9972,0.9972,0.9972,0.9971,0.997,0.9973,0.9972,0.997,0.9972,,,,,,
sampling89_fold1,0.9996,0.9996,0.9996,0.9996,0.9997,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,,,,,
sampling90_fold0,0.9972,0.9977,0.9981,0.9979,0.9979,0.9976,0.9978,0.9976,0.9976,0.9978,,,,,,
sampling90_fold1,0.9985,0.9985,0.9982,0.9985,0.9984,0.9985,0.9985,0.9985,0.9984,0.9979,0.9985,,,,,
sampling91_fold0,0.9898,0.9898,0.9922,0.9908,0.9901,0.9887,0.9899,0.991,0.9905,,,,,,,
sampling91_fold1,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,,,,
sampling92_fold0,0.9946,0.9945,0.995,0.9945,0.9947,0.9946,0.9952,0.9945,0.9953,0.9946,0.9949,,,,,
sampling92_fold1,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,,,,,,
sampling93_fold0,0.9993,0.9993,0.9993,0.9994,0.9994,0.9994,0.9994,0.9993,0.9994,0.9993,0.9993,0.9993,,,,
sampling93_fold1,0.9953,0.9952,0.9952,0.9949,0.9944,0.9951,0.9951,0.9941,0.9951,,,,,,,
sampling94_fold0,0.9982,0.9981,0.9983,0.9978,0.9984,0.9981,0.9983,0.9983,0.9984,0.9982,0.998,0.998,,,,
sampling94_fold1,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,,,,,,,
sampling95_fold0,0.9953,0.9957,0.9957,0.9956,0.9959,0.9958,0.9954,0.9963,0.996,0.9961,0.996,0.9951,0.996,,,
sampling95_fold1,0.9983,0.9985,0.9985,0.9982,0.9982,0.9985,0.9984,0.9983,,,,,,,,
sampling96_fold0,0.9955,0.9956,0.9952,0.9957,0.9957,0.9953,0.9957,0.9956,0.9955,0.9959,0.9959,,,,,
sampling96_fold1,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,,,,,,
sampling97_fold0,0.9976,0.9975,0.9977,0.9975,0.9976,0.9978,0.9979,0.9976,0.9977,0.9979,0.9979,0.9976,0.9976,0.9977,,
sampling97_fold1,0.9995,0.9994,0.9995,0.9995,0.9996,0.9994,0.9995,,,,,,,,,
sampling98_fold0,0.9995,0.9995,0.9995,0.9995,0.9994,0.9994,0.9995,0.9994,0.9995,,,,,,,
sampling98_fold1,0.9966,0.9966,0.9963,0.9966,0.9965,0.9965,0.9964,0.9964,0.9964,0.9963,0.9966,0.9963,,,,
sampling99_fold0,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,0.9993,,,,
sampling99_fold1,0.992,0.9918,0.9917,0.9921,0.9917,0.992,0.9916,0.9918,0.9918,,,,,,,
